Company Name,URL,Industry
Seaboard,https://www.investing.com/equities/seaboard-corp-ratios,Food & Tobacco
BBVA Argentina,https://www.investing.com/equities/bbva-banco-frances-sa-adr-ratios,Banking Services
Corcept,https://www.investing.com/equities/corcept-therapeutics-ratios,Pharmaceuticals
Hillenbrand,https://www.investing.com/equities/hillenbrand-inc-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Ubisoft,https://www.investing.com/equities/ubisoft-ratios?cid=52924,Software & IT Services
UbiSoft Entertainment Inc,https://www.investing.com/equities/ubisoft-entertainment-inc-ratios,Software & IT Services
Curaleaf,https://www.investing.com/equities/curaleaf-ratios?cid=1129414,Pharmaceuticals
National Health Investors,https://www.investing.com/equities/national-health-investors-inc-ratios,Residential & Commercial REITs
Envista Holdings,https://www.investing.com/equities/envista-holdings-corp-ratios,Healthcare Equipment & Supplies
Electrolux B ADR,https://www.investing.com/equities/ab-electrolux-ratios,Household Goods
ACV Auctions,https://www.investing.com/equities/acv-auctions-ratios,Software & IT Services
Arrowhead Pharma,https://www.investing.com/equities/arrowhead-research-corp-ratios,Biotechnology & Medical Research
ICU Medical,https://www.investing.com/equities/icu-medical-ratios,Healthcare Equipment & Supplies
Constellium Nv,https://www.investing.com/equities/constellium-nv-ratios,Metals & Mining
Biohaven Pharma,https://www.investing.com/equities/biohaven-pharmaceutical-holding-co-ratios,Biotechnology & Medical Research
Electric Power ADR,https://www.investing.com/equities/electric-power-adr-ratios,Electrical Utilities & IPPs
Amicus,https://www.investing.com/equities/amicus-therapeutics-ratios,Biotechnology & Medical Research
Medical Properties,https://www.investing.com/equities/medical-properties-trust-inc-ratios,Residential & Commercial REITs
Harbour Energy ADR,https://www.investing.com/equities/premier-oil-plc-ratios,Oil & Gas
China Everbright Environment Group,https://www.investing.com/equities/china-everbright-intl-ltd-ratios?cid=38086,Multiline Utilities
Cal-Maine,https://www.investing.com/equities/cal-maine-foods-ratios,Food & Tobacco
First Bancorp,https://www.investing.com/equities/first-bancorp-new-common-stock-ratios,Banking Services
LivaNova PLC,https://www.investing.com/equities/livanova-plc-ratios,Healthcare Equipment & Supplies
China Everbright International ADR,https://www.investing.com/equities/china-everbright-international-adr-ratios,Investment Banking & Investment Services
Embracer Group,https://www.investing.com/equities/thq-nordic-ab-ratios?cid=1172655,Software & IT Services
Arbor Realty Trust,https://www.investing.com/equities/arbor-realty-trust-prf-ratios,Residential & Commercial REITs
Guoco ADR,https://www.investing.com/equities/guoco-adr-ratios,Real Estate Operations
Arcellx,https://www.investing.com/equities/arcellx-ratios,Biotechnology & Medical Research
Arbor Realty Trust Prf F,https://www.investing.com/equities/arbor-realty-trust-prf-f-ratios,Residential & Commercial REITs
Arbor Realty Trust Prf E,https://www.investing.com/equities/arbor-realty-trust-prf-e-ratios,Residential & Commercial REITs
Resideo Tech,https://www.investing.com/equities/resideo-tech-ratios,Communications & Networking
Sylvamo,https://www.investing.com/equities/sylvamo-ratios,Paper & Forest Products
Thyssenkrupp AG,https://www.investing.com/equities/thyssen-krupp-ratios?cid=52969,Metals & Mining
Arbor,https://www.investing.com/equities/arbor-realty-trust-ratios,Residential & Commercial REITs
Thyssenkrupp ADR,https://www.investing.com/equities/thyssenkrupp-adr-ratios,Metals & Mining
Motor Oil Hellas Corinth ADR,https://www.investing.com/equities/motor-oil-hellas-corinth-adr-ratios,Oil & Gas
Hayward Holdings,https://www.investing.com/equities/hayward-holdings-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Visteon,https://www.investing.com/equities/visteon-ratios,Automobiles & Auto Parts
Consol Energy,https://www.investing.com/equities/consol-energy-k-ratios,Coal
Dorman,https://www.investing.com/equities/dorman-products-ratios,Automobiles & Auto Parts
Wihlborgs Fastigheter ADR,https://www.investing.com/equities/wihlborgs-fastigheter-adr-ratios,Real Estate Operations
Mercury General,https://www.investing.com/equities/mercury-general-corp-ratios,Insurance
Arch Resources,https://www.investing.com/equities/arch-coal-inc-ratios,Coal
Unifirst,https://www.investing.com/equities/unifirst-corp-ratios,Professional & Commercial Services
Peabody Energy,https://www.investing.com/equities/peabody-energy-corp-ratios,Coal
Highwoods Properties,https://www.investing.com/equities/highwoods-properties-ratios,Residential & Commercial REITs
Far East Horizon ADR,https://www.investing.com/equities/far-east-horizon-adr-ratios,Banking Services
Ideaya Biosciences,https://www.investing.com/equities/ideaya-biosciences-inc-ratios,Biotechnology & Medical Research
Plexus,https://www.investing.com/equities/plexus-corp-ratios,Electronic Equipment & Parts
Sydbank ADR,https://www.investing.com/equities/sydbank-adr-ratios,Banking Services
Kingboard Chemical ADR,https://www.investing.com/equities/kingboard-chemical-adr-ratios,Electronic Equipment & Parts
USA Compression Partners LP,https://www.investing.com/equities/usa-compression-partners-lp-ratios,Oil & Gas Related Equipment and Services
COPT Defense Properties,https://www.investing.com/equities/corporate-office-properties-ratios,Residential & Commercial REITs
Silicon Motion,https://www.investing.com/equities/silicon-motion-te-ratios,Semiconductors & Semiconductor Equipment
Shenzhen Expressway ADR,https://www.investing.com/equities/shenzhen-expressway-adr-ratios,Transport Infrastructure
Sunrun Inc,https://www.investing.com/equities/sunrun-inc-ratios,Renewable Energy
Cielo SA,https://www.investing.com/equities/cielo-sa-ratios,Professional & Commercial Services
Orbia Advance Corp,https://www.investing.com/equities/mexichem-adr-ratios,Chemicals
Green Thumb,https://www.investing.com/equities/bayswater-uranium-corporation-ratios?cid=1141619,Food & Drug Retailing
AmTrust Financial,https://www.investing.com/equities/amtrust-financial-ratios,Insurance
International Seaways,https://www.investing.com/equities/international-seaways-inc-ratios,Oil & Gas Related Equipment and Services
Corporacion America Airports,https://www.investing.com/equities/corporacion-america-airports-ratios,Transport Infrastructure
Embotelladora Andina B ADR,https://www.investing.com/equities/andina-b-adr-ratios,Beverages
agilon health,https://www.investing.com/equities/agilon-health-ratios,Healthcare Providers & Services
Embotelladora Andina,https://www.investing.com/equities/embotelladora-andina-a-ratios,Beverages
Tandem Diabetes Care,https://www.investing.com/equities/tandem-dtes-care-ratios,Healthcare Equipment & Supplies
Granite Construction,https://www.investing.com/equities/granite-construction-inc-ratios,Construction & Engineering
BancFirst,https://www.investing.com/equities/bancfirst-corp-ratios,Banking Services
IES Holdings,https://www.investing.com/equities/integrated-electr-ratios,Construction & Engineering
Frontdoor,https://www.investing.com/equities/frontdoor-ratios,Personal & Household Products & Services
SmartCentres REIT,https://www.investing.com/equities/calloway-reit-ratios?cid=1170409,Residential & Commercial REITs
Air France KLM SA,https://www.investing.com/equities/air-france-klm-sa-ratios,Passenger Transportation Services
California Water Service,https://www.investing.com/equities/california-water-service-group-ratios,Water & Related Utilities
MGE Energy,https://www.investing.com/equities/mge-energy-inc-ratios,Electrical Utilities & IPPs
Callaway Golf,https://www.investing.com/equities/callaway-golf-comp-ratios,Leisure Products
E-L Financial Corp,https://www.investing.com/equities/e-l-financial-corporation-limited-ratios?cid=53061,Insurance
Nuveen Dividend Advantage Municipal,https://www.investing.com/equities/nuveen-dividend-advantage-municipal-ratios,Investment Banking & Investment Services
Gulfport Energy Operating,https://www.investing.com/equities/gulfport-energy-operating-ratios,Oil & Gas
Newell Brands,https://www.investing.com/equities/newell-rubber-ratios,Household Goods
Sitime Corp,https://www.investing.com/equities/sitime-corporation-ratios,Semiconductors & Semiconductor Equipment
Xenon Pharmaceuticals,https://www.investing.com/equities/xenon-pharmaceuticals-ratios,Biotechnology & Medical Research
PENN Entertainment,https://www.investing.com/equities/penn-national-gaming-inc-ratios,Hotels & Entertainment Services
PTC Therapeutics,https://www.investing.com/equities/ptc-therape-ratios,Biotechnology & Medical Research
Minerals Technologies,https://www.investing.com/equities/minerals-technologies-inc-ratios,Chemicals
First Interstate BancSystem,https://www.investing.com/equities/first-interstate-ratios,Banking Services
Dunelm ADR,https://www.investing.com/equities/dunelm-group-plc-ratios,Specialty Retailers
Mueller Water Products,https://www.investing.com/equities/mueller-water-products-inc-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Veeco,https://www.investing.com/equities/veeco-instruments-ratios,Semiconductors & Semiconductor Equipment
WSFS,https://www.investing.com/equities/wsfs-financial-corp-ratios,Banking Services
Manchester United,https://www.investing.com/equities/manchester-united-plc-ratios,Hotels & Entertainment Services
Asana,https://www.investing.com/equities/asana-inc-ratios,Software & IT Services
Breville ADR,https://www.investing.com/equities/breville-adr-ratios,Household Goods
SpringWorks,https://www.investing.com/equities/springworks-therapeutics-inc-ratios,Biotechnology & Medical Research
MorphoSys ADR,https://www.investing.com/equities/morphosys-adr-ratios,Biotechnology & Medical Research
CVR Energy,https://www.investing.com/equities/cvr-energy-inc-ratios,Oil & Gas
Nomad Foods,https://www.investing.com/equities/nomad-holdings-ltd-ratios,Food & Tobacco
Tav Havalimanlari Holding AS,https://www.investing.com/equities/tav-havalimanlari-holding-as-ratios,Transport Infrastructure
Star Bulk Carriers,https://www.investing.com/equities/star-bulk-carrier-ratios,Freight & Logistics Services
Texas Capital,https://www.investing.com/equities/texas-capital-ban-ratios,Banking Services
ESCO Technologies,https://www.investing.com/equities/esco-technologies-inc-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Paladin Energy,https://www.investing.com/equities/paladin-res-ratios?cid=52421,Uranium
Six Flags,https://www.investing.com/equities/six-flags-entert-ratios,Hotels & Entertainment Services
Clear Secure,https://www.investing.com/equities/clear-secure-ratios,Software & IT Services
Hub Group,https://www.investing.com/equities/hub-group-ratios,Freight & Logistics Services
Deliveroo Holdings,https://www.investing.com/equities/deliveroo-holdings-ratios?cid=1172321,Software & IT Services
Calamos Strategic TR Closed,https://www.investing.com/equities/calamos-strategic-tr-closed-ratios,Collective Investments
Geron,https://www.investing.com/equities/geron-corp-ratios,Biotechnology & Medical Research
Baytex Energy Corp,https://www.investing.com/equities/baytex-energy-ratios?cid=20802,Oil & Gas
Avista,https://www.investing.com/equities/avista-corp-ratios,Multiline Utilities
Douglas Emmett,https://www.investing.com/equities/douglas-emmett-ratios,Residential & Commercial REITs
Strategic Education,https://www.investing.com/equities/strayer-education-ratios,Miscellaneous Educational Service Providers
Dongfeng Motor Group Co,https://www.investing.com/equities/dongfeng-motor-group-co-ltd-ratios,Automobiles & Auto Parts
Acerinox ADR,https://www.investing.com/equities/acerinox-adr-ratios,Metals & Mining
Just Eat Takeaway,https://www.investing.com/equities/takeaway-com-holding-bv-ratios?cid=1156717,Software & IT Services
Cedar Fair LP,https://www.investing.com/equities/cedar-fair-lp-ratios,Hotels & Entertainment Services
Dongfeng Group,https://www.investing.com/equities/dongfeng-motor-group-ratios?cid=52625,Automobiles & Auto Parts
Adams Diversified Equity Closed,https://www.investing.com/equities/adams-diversified-equity-closed-ratios,Collective Investments
Nuveen AMT Free Muni Credit,https://www.investing.com/equities/nuveen-div.-adv.-municipal-fund-ratios,Collective Investments
Just Eat Takeaway.com NV,https://www.investing.com/equities/just-eat-takeaway-adr-ratios,Software & IT Services
Vesta Real Estate ADR,https://www.investing.com/equities/vesta-real-estate-adr-ratios,
Albany,https://www.investing.com/equities/albany-international-corp-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
NAble,https://www.investing.com/equities/nable-ratios,Software & IT Services
Cathay,https://www.investing.com/equities/cathay-general-ratios,Banking Services
Kulicke&Soffa,https://www.investing.com/equities/kulicke-and-soffa-ratios,Semiconductors & Semiconductor Equipment
CarGurus,https://www.investing.com/equities/cargurus-ratios,Software & IT Services
Marui ADR,https://www.investing.com/equities/marui-adr-ratios,Banking Services
SBM Offshore ADR,https://www.investing.com/equities/sbm-offshore-adr-ratios,Oil & Gas Related Equipment and Services
Marqeta,https://www.investing.com/equities/marqeta-ratios,Financial Technology (Fintech) & Infrastructure
SBM Offshore,https://www.investing.com/equities/sbm-offshore-ratios?cid=52919,Oil & Gas Related Equipment and Services
Inari Med,https://www.investing.com/equities/inari-medical-inc-ratios,Healthcare Equipment & Supplies
Leroy Seafood ADR,https://www.investing.com/equities/leroy-seafood-adr-ratios,Food & Tobacco
Nextera Energy Partners LP,https://www.investing.com/equities/nextera-energy-partners-lp-ratios,Electrical Utilities & IPPs
ICF International,https://www.investing.com/equities/icf-international-ratios,Professional & Commercial Services
Perficient,https://www.investing.com/equities/perficient-ratios,Software & IT Services
LXP Industrial Trust,https://www.investing.com/equities/lexington-realty-trust-ratios,Residential & Commercial REITs
Grupo Aval,https://www.investing.com/equities/grupo-aval-ratios,Banking Services
Lexington Realty Trust Pref,https://www.investing.com/equities/lexington-realty-trust-pref-ratios,Residential & Commercial REITs
NMI Holdings,https://www.investing.com/equities/nmi-holding-ratios,Insurance
New Hope Corporation,https://www.investing.com/equities/new-hope-ratios?cid=23390,Coal
American States Water,https://www.investing.com/equities/american-states-water-comp-ratios,Water & Related Utilities
Spectrum Brands,https://www.investing.com/equities/spectrum-brands-holdings-inc-ratios,Household Goods
Genworth,https://www.investing.com/equities/genworth-finl-ratios,Insurance
Iren ADR,https://www.investing.com/equities/iren-adr-ratios,Multiline Utilities
Brighthouse Financial,https://www.investing.com/equities/brighthouse-financial-ratios,Insurance
Braskem A,https://www.investing.com/equities/braskem-ratios,Chemicals
Golden Ocean,https://www.investing.com/equities/knightsbridge-tankers-ltd-ratios,Freight & Logistics Services
Green Brick Partners Inc,https://www.investing.com/equities/biofuel-energy-ratios,Homebuilding & Construction Supplies
Valeo ADR,https://www.investing.com/equities/valeo-sa-ratios,Automobiles & Auto Parts
Nordic Semiconductor,https://www.investing.com/equities/nordic-semiconductor-asa-ratios?cid=52820,Semiconductors & Semiconductor Equipment
Central Garden&Pet,https://www.investing.com/equities/central-garden---pet-co.-ratios,Food & Tobacco
Arhaus,https://www.investing.com/equities/arhaus-ratios,Specialty Retailers
Magyar Telekom Plc,https://www.investing.com/equities/magyar-telekom-plc-ratios,Telecommunications Services
McGrath,https://www.investing.com/equities/mcgrath-rentcorp-ratios,Professional & Commercial Services
Worthington Industries,https://www.investing.com/equities/worthington-industries-inc-ratios,Metals & Mining
Bank Of Queensland ADR,https://www.investing.com/equities/bank-of-queensland-ltd-exch-ratios,Banking Services
Intercorp Financial Services,https://www.investing.com/equities/intercorp-financial-services-inc-ratios,Banking Services
Kerry Properties ADR,https://www.investing.com/equities/kerry-properties-adr-ratios,Real Estate Operations
Eaton Vance TaxManaged Global Diver,https://www.investing.com/equities/eaton-vance-taxmanaged-global-diver-ratios,Collective Investments
First Hawaiian,https://www.investing.com/equities/first-hawaiian-inc-ratios,Banking Services
LCI Industries,https://www.investing.com/equities/drew-industries-inc-ratios,Automobiles & Auto Parts
Shandong Weigao Medical ADR,https://www.investing.com/equities/shandong-weigao-medical-adr-ratios,Healthcare Equipment & Supplies
Century Communities,https://www.investing.com/equities/century-commnts-ratios,Homebuilding & Construction Supplies
China Gold,https://www.investing.com/equities/china-gold-international-res.-corp-ratios?cid=52746,Metals & Mining
Expro Holdings NV,https://www.investing.com/equities/international-nv-ratios,Oil & Gas Related Equipment and Services
Uranium Energy,https://www.investing.com/equities/uranium-energy-corp-ratios,Uranium
Kinnevik B,https://www.investing.com/equities/kinnevik-investment-b-ratios?cid=996126,Investment Holding Companies
AssetMark,https://www.investing.com/equities/assetmark-financial-holdings-inc-ratios,Investment Banking & Investment Services
Atlantica Sustainable Infrastructure,https://www.investing.com/equities/abengoa-yield-plc-ratios,Electrical Utilities & IPPs
Federated Investors B,https://www.investing.com/equities/fed-investors-ratios,Investment Banking & Investment Services
Inter and Co A,https://www.investing.com/equities/inter-and-co-a-ratios,Banking Services
Aspen Insurance Pref Perpetual,https://www.investing.com/equities/aspen-insurance-holdings-pd-pref-ratios,Insurance
Ansell ADR,https://www.investing.com/equities/ansell-adr-ratios,Healthcare Equipment & Supplies
Empire State Realty,https://www.investing.com/equities/empire-state-rty-ratios,Residential & Commercial REITs
Proximus ADR,https://www.investing.com/equities/belgacom-sa-de-droit-public-ratios,Telecommunications Services
Cogent,https://www.investing.com/equities/cogent-communications-ratios,Telecommunications Services
DMCI ADR,https://www.investing.com/equities/dmci-adr-ratios,Consumer Goods Conglomerates
AmTrust Financial A,https://www.investing.com/equities/amtrust-financial-services-pa-pref-ratios,Insurance
Evolent Health Inc,https://www.investing.com/equities/evolent-health-inc-ratios,Healthcare Equipment & Supplies
Schneider Electric,https://www.investing.com/equities/schneider-electr-ratios?cid=53043,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Golden Agri-Resources,https://www.investing.com/equities/golden-agri-resources-ratios,Food & Tobacco
AmTrust Financial B,https://www.investing.com/equities/amtrust-financial-services-pb-adr-ratios,Insurance
AmTrust Financial C,https://www.investing.com/equities/amtrust-financial-services-pc-adr-ratios,Insurance
Schneider Electric SA,https://www.investing.com/equities/schneider-electric-sa-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Schneider Electric,https://www.investing.com/equities/schneider-electr-ratios?cid=53043,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AmTrust Financial B,https://www.investing.com/equities/amtrust-financial-services-pb-adr-ratios,Insurance
AmTrust Financial C,https://www.investing.com/equities/amtrust-financial-services-pc-adr-ratios,Insurance
AmTrust Financial D,https://www.investing.com/equities/amtrust-financial-services-pk-adr-ratios,Insurance
DFI Retail Holdings DRC,https://www.investing.com/equities/dairy-farm-adr-ratios,Food & Drug Retailing
Quantumscape,https://www.investing.com/equities/kensington-capital-acquisition-ratios,Automobiles & Auto Parts
Rhythm Pharma,https://www.investing.com/equities/rhythm-pharma-ratios,Biotechnology & Medical Research
Atlanta Braves Holdings,https://www.investing.com/equities/liberty-media-corp-braves-a-ratios,Hotels & Entertainment Services
Atour Lifestyle Holdings,https://www.investing.com/equities/atour-lifestyle-holdings-adr-ratios,Hotels & Entertainment Services
Tripadvisor,https://www.investing.com/equities/tripadvisor-ratios,Hotels & Entertainment Services
Dream Finders,https://www.investing.com/equities/dream-finders-homes-ratios,Homebuilding & Construction Supplies
Trinity Industries,https://www.investing.com/equities/trinity-industries-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Ringcentral Inc,https://www.investing.com/equities/ringcentral-inc-ratios,Software & IT Services
Agilysys,https://www.investing.com/equities/agilysys-ratios,Software & IT Services
Zenkoku Hosho ADR,https://www.investing.com/equities/zenkoku-hosho-adr-ratios,Banking Services
Kosmos Energy,https://www.investing.com/equities/kosmos-energy-ltd-ratios,Oil & Gas
SJM ADR,https://www.investing.com/equities/sjm-adr-ratios,Hotels & Entertainment Services
,https://www.investing.com/equities/sjm-hld-ratios?cid=52745,Hotels & Entertainment Services
,https://www.investing.com/equities/fabege-adr-ratios,Real Estate Operations
,https://www.investing.com/equities/arkansas-best-corp-ratios,Freight & Logistics Services
,https://www.investing.com/equities/aixtron-se-ratios,Semiconductors & Semiconductor Equipment
,https://www.investing.com/equities/drax-adr-ratios,Electrical Utilities & IPPs
,https://www.investing.com/equities/newmark-group-ratios,Real Estate Operations
,https://www.investing.com/equities/twc-tech-holdings-ii-ord-ratios,Software & IT Services
,https://www.investing.com/equities/collier-creek-ratios,Food & Tobacco
,https://www.investing.com/equities/helix-acquisition-corp-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/acadia-pharmaceuticals-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/aar-corp-ratios,Aerospace & Defense
,https://www.investing.com/equities/adma-biologics-inc-ratios,Pharmaceuticals
,https://www.investing.com/equities/lend-lease-corporation-ltd-ratios,Real Estate Operations
,https://www.investing.com/equities/lend-lease-corporation-limited-ratios?cid=52887,Real Estate Operations
,https://www.investing.com/equities/vale-indonesia-adr-ratios,Metals & Mining
,https://www.investing.com/equities/shangri-la-asia-adr-ratios,Hotels & Entertainment Services
,https://www.investing.com/equities/vale-indonesia-ratios?cid=52247,Metals & Mining
,https://www.investing.com/equities/j2-global-ratios,Software & IT Services
,https://www.investing.com/equities/colfax-ratios,Healthcare Equipment & Supplies
,https://www.investing.com/equities/progyny-inc-ratios,Healthcare Providers & Services
,https://www.investing.com/equities/multichoice-ratios?cid=1129424,Media & Publishing
,https://www.investing.com/equities/empire-state-realty-op-lp-ratios,Residential & Commercial REITs
,https://www.investing.com/equities/multichoice-adr-ratios,Media & Publishing
,https://www.investing.com/equities/alkami-technology-ratios,Software & IT Services
,https://www.investing.com/equities/vector-acquisition-ratios,Aerospace & Defense
,https://www.investing.com/equities/new-world-development-co-ltd-ratios,Real Estate Operations
,https://www.investing.com/equities/empire-state-realty-op-lp-250-ratios,Residential & Commercial REITs
,https://www.investing.com/equities/empire-state-realty-op-lp-es-ratios,Residential & Commercial REITs
,https://www.investing.com/equities/agios-pharm-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/paymentus-holdings-inc-ratios,Financial Technology (Fintech) & Infrastructure
,https://www.investing.com/equities/bbb-foods-ratios,Food & Drug Retailing
,https://www.investing.com/equities/internet-initiative-japan-ratios,Telecommunications Services
Schneider Electric SA,https://www.investing.com/equities/schneider-electric-sa-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Schneider Electric,https://www.investing.com/equities/schneider-electr-ratios?cid=53043,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AmTrust Financial B,https://www.investing.com/equities/amtrust-financial-services-pb-adr-ratios,Insurance
AmTrust Financial C,https://www.investing.com/equities/amtrust-financial-services-pc-adr-ratios,Insurance
AmTrust Financial D,https://www.investing.com/equities/amtrust-financial-services-pk-adr-ratios,Insurance
DFI Retail Holdings DRC,https://www.investing.com/equities/dairy-farm-adr-ratios,Food & Drug Retailing
Quantumscape,https://www.investing.com/equities/kensington-capital-acquisition-ratios,Automobiles & Auto Parts
Rhythm Pharma,https://www.investing.com/equities/rhythm-pharma-ratios,Biotechnology & Medical Research
Atlanta Braves Holdings,https://www.investing.com/equities/liberty-media-corp-braves-a-ratios,Hotels & Entertainment Services
Atour Lifestyle Holdings,https://www.investing.com/equities/atour-lifestyle-holdings-adr-ratios,Hotels & Entertainment Services
Tripadvisor,https://www.investing.com/equities/tripadvisor-ratios,Hotels & Entertainment Services
Dream Finders,https://www.investing.com/equities/dream-finders-homes-ratios,Homebuilding & Construction Supplies
Trinity Industries,https://www.investing.com/equities/trinity-industries-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Ringcentral Inc,https://www.investing.com/equities/ringcentral-inc-ratios,Software & IT Services
Agilysys,https://www.investing.com/equities/agilysys-ratios,Software & IT Services
Zenkoku Hosho ADR,https://www.investing.com/equities/zenkoku-hosho-adr-ratios,Banking Services
Kosmos Energy,https://www.investing.com/equities/kosmos-energy-ltd-ratios,Oil & Gas
SJM ADR,https://www.investing.com/equities/sjm-adr-ratios,Hotels & Entertainment Services
,https://www.investing.com/equities/sjm-hld-ratios?cid=52745,Hotels & Entertainment Services
,https://www.investing.com/equities/fabege-adr-ratios,Real Estate Operations
,https://www.investing.com/equities/arkansas-best-corp-ratios,Freight & Logistics Services
,https://www.investing.com/equities/aixtron-se-ratios,Semiconductors & Semiconductor Equipment
,https://www.investing.com/equities/drax-adr-ratios,Electrical Utilities & IPPs
,https://www.investing.com/equities/newmark-group-ratios,Real Estate Operations
,https://www.investing.com/equities/twc-tech-holdings-ii-ord-ratios,Software & IT Services
,https://www.investing.com/equities/collier-creek-ratios,Food & Tobacco
,https://www.investing.com/equities/helix-acquisition-corp-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/acadia-pharmaceuticals-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/aar-corp-ratios,Aerospace & Defense
,https://www.investing.com/equities/adma-biologics-inc-ratios,Pharmaceuticals
,https://www.investing.com/equities/lend-lease-corporation-ltd-ratios,Real Estate Operations
,https://www.investing.com/equities/lend-lease-corporation-limited-ratios?cid=52887,Real Estate Operations
,https://www.investing.com/equities/vale-indonesia-adr-ratios,Metals & Mining
,https://www.investing.com/equities/shangri-la-asia-adr-ratios,Hotels & Entertainment Services
,https://www.investing.com/equities/vale-indonesia-ratios?cid=52247,Metals & Mining
,https://www.investing.com/equities/j2-global-ratios,Software & IT Services
,https://www.investing.com/equities/colfax-ratios,Healthcare Equipment & Supplies
,https://www.investing.com/equities/progyny-inc-ratios,Healthcare Providers & Services
,https://www.investing.com/equities/multichoice-ratios?cid=1129424,Media & Publishing
,https://www.investing.com/equities/empire-state-realty-op-lp-ratios,Residential & Commercial REITs
,https://www.investing.com/equities/multichoice-adr-ratios,Media & Publishing
,https://www.investing.com/equities/alkami-technology-ratios,Software & IT Services
,https://www.investing.com/equities/vector-acquisition-ratios,Aerospace & Defense
,https://www.investing.com/equities/new-world-development-co-ltd-ratios,Real Estate Operations
,https://www.investing.com/equities/empire-state-realty-op-lp-250-ratios,Residential & Commercial REITs
,https://www.investing.com/equities/empire-state-realty-op-lp-es-ratios,Residential & Commercial REITs
,https://www.investing.com/equities/agios-pharm-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/paymentus-holdings-inc-ratios,Financial Technology (Fintech) & Infrastructure
,https://www.investing.com/equities/bbb-foods-ratios,Food & Drug Retailing
,https://www.investing.com/equities/internet-initiative-japan-ratios,Telecommunications Services
Schneider Electric SA,https://www.investing.com/equities/schneider-electric-sa-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Schneider Electric,https://www.investing.com/equities/schneider-electr-ratios?cid=53043,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AmTrust Financial B,https://www.investing.com/equities/amtrust-financial-services-pb-adr-ratios,Insurance
AmTrust Financial C,https://www.investing.com/equities/amtrust-financial-services-pc-adr-ratios,Insurance
AmTrust Financial D,https://www.investing.com/equities/amtrust-financial-services-pk-adr-ratios,Insurance
DFI Retail Holdings DRC,https://www.investing.com/equities/dairy-farm-adr-ratios,Food & Drug Retailing
Quantumscape,https://www.investing.com/equities/kensington-capital-acquisition-ratios,Automobiles & Auto Parts
Rhythm Pharma,https://www.investing.com/equities/rhythm-pharma-ratios,Biotechnology & Medical Research
Atlanta Braves Holdings,https://www.investing.com/equities/liberty-media-corp-braves-a-ratios,Hotels & Entertainment Services
Atour Lifestyle Holdings,https://www.investing.com/equities/atour-lifestyle-holdings-adr-ratios,Hotels & Entertainment Services
Tripadvisor,https://www.investing.com/equities/tripadvisor-ratios,Hotels & Entertainment Services
Dream Finders,https://www.investing.com/equities/dream-finders-homes-ratios,Homebuilding & Construction Supplies
Trinity Industries,https://www.investing.com/equities/trinity-industries-ratios,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
Ringcentral Inc,https://www.investing.com/equities/ringcentral-inc-ratios,Software & IT Services
Agilysys,https://www.investing.com/equities/agilysys-ratios,Software & IT Services
Zenkoku Hosho ADR,https://www.investing.com/equities/zenkoku-hosho-adr-ratios,Banking Services
Kosmos Energy,https://www.investing.com/equities/kosmos-energy-ltd-ratios,Oil & Gas
SJM ADR,https://www.investing.com/equities/sjm-adr-ratios,Hotels & Entertainment Services
,https://www.investing.com/equities/sjm-hld-ratios?cid=52745,Hotels & Entertainment Services
,https://www.investing.com/equities/fabege-adr-ratios,Real Estate Operations
,https://www.investing.com/equities/arkansas-best-corp-ratios,Freight & Logistics Services
,https://www.investing.com/equities/aixtron-se-ratios,Semiconductors & Semiconductor Equipment
,https://www.investing.com/equities/drax-adr-ratios,Electrical Utilities & IPPs
,https://www.investing.com/equities/newmark-group-ratios,Real Estate Operations
,https://www.investing.com/equities/twc-tech-holdings-ii-ord-ratios,Software & IT Services
,https://www.investing.com/equities/collier-creek-ratios,Food & Tobacco
,https://www.investing.com/equities/helix-acquisition-corp-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/acadia-pharmaceuticals-ratios,Biotechnology & Medical Research
,https://www.investing.com/equities/aar-corp-ratios,Aerospace & Defense
,https://www.investing.com/equities/adma-biologics-inc-ratios,Pharmaceuticals
